"","Раздел","Категория Revit","Семейство","Версия","Описание изменения","Ответственный","Путь"
"26.07.2022","ТХ","Оборудование","АСК_Станок для заточки сверл","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Станок для заточки сверл (v1.0.1).rfa"
"26.07.2022","ТХ","Оборудование","АСК_Токарный станок","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Токарный станок (v1.0.1).rfa"
"26.07.2022","ТХ","Оборудование","АСК_Фрезерный станок","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Фрезерный станок (v1.0.1).rfa"
"26.07.2022","ТХ","Оборудование","АСК_Шкаф_Cушильный_Настольный","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Шкаф_Cушильный_Настольный (v1.0.1).rfa"
"27.07.2022","ВК","Арматура трубопроводов","АСК_Переход_HL9","1.0.2","Создано","Колпаков Семен Дмитриевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\05_ВК\Арматура трубопроводов\Переход_HL9.1\АСК_Переход_HL9 (v1.0.2).rfa"
"27.07.2022","ОВ","Аннотации","АСК_Марка_Арм.Воздуховодов_Марка_РазмерыШВ","1.0.1","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки арм. воздуховодов\АСК_Марка_Арм.Воздуховодов_Марка_РазмерыШВ (v1.0.1).rfa"
"27.07.2022","ОВ","Аннотации","АСК_Марка_Воздуховодов_Тип системы_Размеры","1.0.1","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки воздуховодов\АСК_Марка_Воздуховодов_Тип системы_Размеры (v1.0.1).rfa"
"27.07.2022","ОВ","Аннотации","АСК_Марка_Воздухораспределителей_Описание_Размеры","1.0.2","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки воздухораспределителей\АСК_Марка_Воздухораспределителей_Описание_Размеры (v1.0.2).rfa"
"27.07.2022","ОВ","Аннотации","АСК_Марка_Трубы_Стояк_Тип системы","1.0.2","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки труб\АСК_Марка_Трубы_Стояк_Тип системы (v1.0.2).rfa"
"27.07.2022","ТХ","Мебель","АСК_Диван_Двухместный_Тип 3","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Диван_Двухместный_Тип 3 (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Диван_Двухместный_Тип 4","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Диван_Двухместный_Тип 4 (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Манекен","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Манекен (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Скамья_Моноблок","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Скамья_Моноблок (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Стол_Для конструирования","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Стол_Для конструирования (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Стол_Манипуляционный","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Стол_Манипуляционный (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Стул_С колёсами","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Стул_С колёсами (v1.0.1).rfa"
"27.07.2022","ТХ","Мебель","АСК_Табурет_Whirl","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Табурет_Whirl (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_3D сканер_Ручной","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_3D сканер_Ручной (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Аквадистиллятор","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Аквадистиллятор (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Варочная панель_Встраиваемая","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Варочная панель_Встраиваемая (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Кипятильник","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Кипятильник (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Лазерный гравер","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Лазерный гравер (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Портативный фильтр","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Портативный фильтр (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Скалодром_Интерактивный","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Скалодром_Интерактивный (v1.0.1).rfa"
"27.07.2022","ТХ","Оборудование","АСК_Шахматная доска_Электронная","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Оборудование\АСК_Шахматная доска_Электронная (v1.0.1).rfa"
"28.07.2022","АР","Элементы узла","АСК_Эл. узла_Гибкая связь_БПА","1.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Гибкая связь_БПА (v1.0.1).rfa"
"28.07.2022","АР","Элементы узла","АСК_Эл. узла_Гибкая связь_СПА БЗС","2.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Гибкая связь_СПА БЗС (v2.0.1).rfa"
"28.07.2022","АР","Элементы узла","АСК_Эл. узла_Компенсатор_Форма 3.1 и 3.2","2.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Фасонные элементы\АСК_Эл. узла_Компенсатор_Форма 3.1 и 3.2 (v2.0.1).rfa"
"28.07.2022","ВК","Аннотации","АСК_Марка_Трубы_Уклон","1.0.1","Создано","Колпаков Семен Дмитриевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\05_ВК\Аннотации\Трубы\АСК_Марка_Трубы_Уклон (v1.0.1).rfa"
"28.07.2022","ОВ","Аннотации","АСК_Марка_Воздухораспределителей_Описание_Размеры_Комментарий","1.0.3","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки воздухораспределителей\АСК_Марка_Воздухораспределителей_Описание_Размеры_Комментарий (v1.0.3).rfa"
"29.07.2022","ОВ","Аннотации","АСК_Марка_Арм.Труб_DN_Описание","1.0.1","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки арм. труб\АСК_Марка_Арм.Труб_DN_Описание (v1.0.1).rfa"
"29.07.2022","ОВ","Аннотации","АСК_Марка_Оборудования_Тип системы_Описание","1.0.2","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Аннотации\Марки оборудования\АСК_Марка_Оборудования_Тип системы_Описание (v1.0.2).rfa"
"29.07.2022","ТХ","Мебель","АСК_Балансировочная доска","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Балансировочная доска (v1.0.1).rfa"
"29.07.2022","ТХ","Мебель","АСК_Балансировочная доска_Круглая","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Балансировочная доска_Круглая (v1.0.1).rfa"
"29.07.2022","ТХ","Мебель","АСК_Барабанная установка","1.0.1","Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\08_ТХ\Мебель\АСК_Барабанная установка (v1.0.1).rfa"
